user_id,employee_name,login_count,usb_events,email_count,attachment_count,file_access_count,website_count,O,C,E,A,N,after_hours_login
CQW0652,Chastity Quyn Wilkerson,7,18.0,3.0,0.0,9.0,0.0,10.0,22.0,48.0,20.0,33.0,3.0
CRD0624,Christine Reagan Deleon,10,0.0,18.0,3.0,0.0,0.0,26.0,22.0,17.0,39.0,32.0,4.0
CRK0916,Chandler Raymond Kirk,9,0.0,10.0,3.0,0.0,0.0,32.0,46.0,26.0,19.0,32.0,3.0
CRO0027,Cathleen Risa Oneal,11,0.0,9.0,5.0,0.0,0.0,19.0,30.0,28.0,46.0,26.0,3.0
CRP0456,Cade Rajah Patterson,7,0.0,1.0,2.0,0.0,0.0,37.0,41.0,28.0,43.0,30.0,4.0
CSB0080,Catherine Savannah Bullock,8,0.0,12.0,0.0,0.0,0.0,35.0,19.0,39.0,34.0,36.0,1.0
CSC0217,Cathleen Samantha Craig,30,0.0,13.0,0.0,0.0,2.0,40.0,15.0,30.0,38.0,28.0,22.0
CSH0626,Colin Stuart Holloway,12,0.0,14.0,13.0,0.0,0.0,33.0,17.0,41.0,18.0,23.0,3.0
CSJ0340,Charity Stacey Jennings,7,0.0,4.0,4.0,0.0,5.0,45.0,24.0,19.0,38.0,25.0,7.0
CSL0949,Cameron Shay Lester,8,0.0,1.0,0.0,0.0,1.0,36.0,20.0,18.0,25.0,28.0,4.0
CSP0197,Callum Scott Parrish,13,0.0,12.0,7.0,0.0,0.0,37.0,44.0,17.0,13.0,26.0,3.0
CTA0020,Curran Tarik Ayala,9,130.0,11.0,5.0,7.0,0.0,36.0,50.0,11.0,22.0,34.0,5.0
CTR0341,Cairo Theodore Robles,15,0.0,9.0,5.0,0.0,61.0,45.0,39.0,23.0,13.0,28.0,11.0
CTR0697,Cherokee Tashya Ramirez,11,0.0,2.0,0.0,0.0,1.0,36.0,15.0,33.0,25.0,34.0,4.0
CTW0500,Chanda Tamekah William,7,0.0,16.0,11.0,0.0,0.0,38.0,36.0,20.0,35.0,35.0,0.0
CUD0795,Charity Uta Daniels,7,0.0,8.0,10.0,0.0,0.0,12.0,40.0,30.0,44.0,24.0,0.0
CWB0065,Chadwick Wayne Bond,13,0.0,9.0,10.0,0.0,10.0,50.0,33.0,14.0,20.0,23.0,6.0
CWR0502,Colt Walter Reynolds,12,18.0,15.0,7.0,16.0,0.0,41.0,49.0,25.0,45.0,27.0,0.0
CXC0336,Casey Xerxes Conrad,7,0.0,3.0,0.0,0.0,3.0,23.0,19.0,34.0,35.0,34.0,7.0
CYA0506,Cecilia Yuri Ashley,8,0.0,3.0,0.0,0.0,0.0,16.0,17.0,44.0,14.0,31.0,0.0
DAG0558,Deirdre Amaya Garcia,7,0.0,8.0,2.0,0.0,0.0,20.0,16.0,37.0,25.0,26.0,1.0
DAL0673,Demetrius Alvin Levy,12,16.0,9.0,7.0,13.0,0.0,39.0,35.0,46.0,41.0,36.0,2.0
DAR0885,Devin Abdul Rogers,15,0.0,9.0,4.0,0.0,58.0,43.0,43.0,44.0,41.0,25.0,7.0
DBB0384,Demetrius Barry Bullock,8,144.0,9.0,0.0,176.0,0.0,40.0,41.0,28.0,37.0,27.0,2.0
DBG0261,Devin Brett Guzman,8,0.0,9.0,3.0,0.0,3.0,45.0,47.0,17.0,36.0,28.0,4.0
DBS0235,Dale Benjamin Sharpe,9,0.0,9.0,2.0,0.0,0.0,30.0,38.0,18.0,37.0,33.0,5.0
DBW0483,Deborah Barbara White,7,0.0,14.0,4.0,0.0,0.0,17.0,16.0,25.0,21.0,37.0,0.0
DCC0160,Donovan Carlos Chapman,7,0.0,18.0,8.0,0.0,11.0,36.0,39.0,33.0,42.0,27.0,7.0
DCH0843,Dominic Calvin Hewitt,7,0.0,1.0,0.0,0.0,0.0,20.0,31.0,11.0,18.0,36.0,3.0
DDA0476,Dane Davis Atkins,7,0.0,14.0,7.0,0.0,0.0,36.0,25.0,39.0,13.0,39.0,0.0
DDM0579,Dale Dorian Mercado,7,0.0,1.0,0.0,0.0,0.0,33.0,45.0,30.0,37.0,26.0,3.0
DEB0782,Dakota Edward Brady,8,0.0,3.0,2.0,0.0,0.0,42.0,47.0,32.0,21.0,36.0,0.0
DFH0188,Dean Flynn Hines,14,24.0,3.0,2.0,174.0,1.0,35.0,40.0,18.0,38.0,24.0,11.0
DFR0218,Daria Felicia Rowland,28,0.0,18.0,8.0,0.0,3.0,45.0,14.0,22.0,37.0,27.0,22.0
DGF0443,Dustin Gage Franco,8,0.0,9.0,0.0,0.0,0.0,39.0,44.0,18.0,28.0,33.0,1.0
DGM0754,Declan Gareth Mclaughlin,8,0.0,25.0,0.0,0.0,0.0,42.0,18.0,42.0,24.0,24.0,1.0
DGN0480,Donovan Garth Nieves,7,0.0,16.0,11.0,0.0,0.0,21.0,25.0,44.0,20.0,31.0,0.0
DGW0752,Dennis Gray Wilson,11,0.0,15.0,19.0,0.0,0.0,40.0,46.0,20.0,40.0,14.0,2.0
DHM0937,Dominic Howard Mcconnell,8,0.0,15.0,7.0,0.0,13.0,43.0,22.0,21.0,15.0,24.0,4.0
DIB0081,Drew Ivan Beck,15,36.0,8.0,5.0,67.0,0.0,34.0,45.0,14.0,28.0,33.0,2.0
DIB0285,Deanna Imelda Blanchard,7,36.0,4.0,3.0,16.0,0.0,13.0,45.0,17.0,50.0,29.0,3.0
DIC0988,Dolan Igor Cortez,7,0.0,12.0,0.0,0.0,1.0,44.0,30.0,23.0,21.0,32.0,7.0
DID0650,Denise Ifeoma Doyle,7,0.0,3.0,0.0,0.0,0.0,45.0,21.0,17.0,42.0,21.0,3.0
DIW0118,Delilah Iliana Wilkinson,16,32.0,28.0,16.0,24.0,10.0,37.0,17.0,19.0,37.0,26.0,6.0
DJB0159,Dacey Jorden Bowen,12,0.0,34.0,17.0,0.0,24.0,20.0,37.0,27.0,38.0,37.0,4.0
DJS0682,Dexter Jamal Simon,7,0.0,9.0,0.0,0.0,0.0,22.0,23.0,36.0,13.0,30.0,3.0
DKB0631,Dai Keely Bullock,7,0.0,3.0,0.0,0.0,0.0,34.0,18.0,14.0,46.0,31.0,3.0
DLF0377,Dean Lester Figueroa,8,0.0,16.0,7.0,0.0,0.0,39.0,35.0,19.0,27.0,34.0,2.0
DLH0029,Diana Leigh Hays,7,0.0,10.0,5.0,0.0,1.0,36.0,26.0,38.0,18.0,31.0,7.0
DLM0051,Declan Lester Moss,15,189.0,36.0,27.0,243.0,213.0,37.0,37.0,17.0,20.0,35.0,5.0
DLS0383,Diana Lillian Solis,11,0.0,14.0,13.0,0.0,0.0,10.0,21.0,12.0,25.0,24.0,1.0
DMG0358,Dorothy Marny Goff,34,0.0,11.0,10.0,0.0,0.0,19.0,39.0,14.0,25.0,29.0,22.0
DMK0257,Desirae Mari Koch,16,26.0,18.0,14.0,34.0,1.0,33.0,20.0,26.0,26.0,30.0,8.0
DMM0623,Doris Mona Michael,12,0.0,17.0,8.0,0.0,0.0,36.0,27.0,21.0,39.0,30.0,2.0
DOL0332,Damian Omar Le,7,0.0,3.0,3.0,0.0,2.0,32.0,40.0,41.0,18.0,24.0,7.0
DOP0562,Daryl Ocean Patel,7,0.0,9.0,2.0,0.0,0.0,42.0,16.0,37.0,39.0,31.0,2.0
DPM0423,Dalton Perry Mejia,11,48.0,9.0,8.0,30.0,0.0,37.0,38.0,38.0,15.0,27.0,3.0
DPS0262,Delilah Pearl Schneider,10,0.0,9.0,2.0,0.0,2.0,20.0,25.0,20.0,14.0,32.0,6.0
DRR0162,Dante Raja Roberts,8,37.0,11.0,5.0,13.0,12.0,45.0,36.0,20.0,36.0,29.0,4.0
DRR0242,Daphne Ruby Reilly,9,0.0,18.0,4.0,0.0,90.0,39.0,19.0,40.0,41.0,33.0,4.0
DSB0731,Daryl Skyler Brock,8,0.0,15.0,8.0,0.0,0.0,26.0,15.0,40.0,43.0,30.0,2.0
DSM0591,Daria Samantha Mcbride,7,0.0,1.0,0.0,0.0,0.0,20.0,35.0,18.0,43.0,35.0,3.0
DTP0379,Daquan Tucker Pugh,14,0.0,19.0,15.0,0.0,0.0,45.0,42.0,15.0,37.0,27.0,1.0
DTT0076,Dylan Tiger Terry,8,0.0,18.0,0.0,0.0,3.0,42.0,16.0,34.0,24.0,28.0,4.0
DVM0265,Deborah Victoria Mcclure,12,0.0,8.0,3.0,0.0,1.0,47.0,40.0,10.0,24.0,31.0,6.0
DVW0103,Dante Vaughan Weber,7,0.0,9.0,0.0,0.0,0.0,40.0,45.0,44.0,21.0,29.0,4.0
DZC0228,Declan Zachery Caldwell,7,0.0,9.0,0.0,0.0,0.0,37.0,37.0,34.0,21.0,38.0,5.0
EAH0466,Ethan Arden Hays,9,10.0,1.0,2.0,103.0,0.0,41.0,38.0,29.0,38.0,25.0,4.0
EBC0390,Eaton Burton Crane,8,0.0,9.0,0.0,0.0,0.0,40.0,40.0,40.0,22.0,33.0,1.0
ECF0828,Erasmus Cameron Franco,7,0.0,1.0,0.0,0.0,0.0,40.0,49.0,39.0,40.0,35.0,3.0
ECL0930,Edan Ciaran Larson,11,0.0,8.0,12.0,0.0,12.0,28.0,24.0,40.0,18.0,29.0,4.0
ECR0822,Ella Cassandra Rivera,7,0.0,1.0,0.0,0.0,0.0,16.0,19.0,17.0,23.0,29.0,3.0
EDA0684,Edward Dean Anthony,11,0.0,9.0,13.0,0.0,0.0,38.0,42.0,40.0,39.0,33.0,5.0
EDB0714,Eden Deborah Ball,8,42.0,1.0,2.0,14.0,0.0,21.0,23.0,35.0,26.0,29.0,4.0
EFS0882,Edward Finn Stokes,7,0.0,3.0,0.0,0.0,0.0,40.0,40.0,47.0,25.0,27.0,3.0
EGD0132,Eric Gray Duncan,7,18.0,1.0,0.0,19.0,0.0,37.0,38.0,33.0,15.0,22.0,3.0
EGD0409,Elijah Gary Diaz,10,0.0,9.0,5.0,0.0,0.0,39.0,40.0,22.0,35.0,33.0,4.0
EGK0893,Eagan Gannon Koch,7,0.0,3.0,2.0,0.0,0.0,21.0,30.0,11.0,47.0,27.0,3.0
EHB0420,Erich Harding Bryant,19,0.0,14.0,7.0,0.0,90.0,45.0,42.0,38.0,17.0,20.0,9.0
EHB0824,Eugenia Hannah Blanchard,7,0.0,1.0,0.0,0.0,0.0,46.0,39.0,22.0,44.0,31.0,3.0
EHD0584,Ezra Hilel Dyer,9,0.0,1.0,2.0,0.0,0.0,38.0,40.0,42.0,43.0,22.0,3.0
EHR0096,Elaine Hanna Raymond,7,0.0,9.0,0.0,0.0,2.0,22.0,13.0,20.0,48.0,31.0,4.0
EIM0156,Eve Isadora Mckenzie,8,0.0,11.0,6.0,0.0,13.0,19.0,31.0,43.0,45.0,33.0,4.0
EIP0997,Emily Illana Perry,7,0.0,8.0,0.0,0.0,0.0,42.0,28.0,20.0,25.0,34.0,3.0
EIS0041,Emerald Imani Schmidt,33,62.0,11.0,9.0,72.0,12.0,41.0,44.0,17.0,48.0,30.0,26.0
EJW0884,Elton Jonas Williamson,7,0.0,3.0,0.0,0.0,0.0,46.0,20.0,32.0,26.0,31.0,3.0
ELB0847,Emmanuel Lawrence Briggs,7,0.0,1.0,0.0,0.0,0.0,12.0,17.0,16.0,19.0,28.0,3.0
ELH0960,Emerald Lysandra Hodges,8,0.0,1.0,0.0,0.0,0.0,40.0,43.0,26.0,41.0,22.0,4.0
ELT0769,Echo Leandra Torres,8,0.0,4.0,0.0,0.0,0.0,19.0,20.0,20.0,27.0,35.0,0.0
EMB0531,Edan Marsden Briggs,11,0.0,3.0,3.0,0.0,0.0,31.0,41.0,31.0,36.0,36.0,0.0
EMS0317,Eden Merrill Stokes,8,0.0,15.0,3.0,0.0,0.0,15.0,21.0,44.0,10.0,31.0,4.0
EMW0105,Erich Malik Wolf,7,0.0,10.0,0.0,0.0,0.0,35.0,40.0,17.0,41.0,34.0,3.0
EMW0772,Elvis Marshall Walton,8,0.0,6.0,0.0,0.0,0.0,46.0,41.0,20.0,12.0,28.0,0.0
ENC0234,Evelyn Nevada Curtis,9,0.0,9.0,0.0,0.0,0.0,21.0,23.0,32.0,19.0,23.0,5.0
ENL0100,Ella Nita Lewis,7,0.0,13.0,3.0,0.0,9.0,39.0,18.0,42.0,35.0,21.0,4.0
EPW0434,Ethan Perry Wiggins,8,0.0,9.0,2.0,0.0,0.0,32.0,36.0,38.0,22.0,33.0,3.0
ERH0449,Ella Rachel Hess,7,0.0,1.0,0.0,0.0,0.0,44.0,15.0,35.0,17.0,25.0,3.0
ESA0642,Eliana Stephanie Albert,7,0.0,3.0,0.0,0.0,0.0,32.0,14.0,44.0,30.0,32.0,3.0
ESH0135,Elaine Sonya Hughes,7,0.0,1.0,3.0,0.0,0.0,35.0,22.0,32.0,44.0,28.0,2.0
ESH0283,Eve Shaeleigh Holman,9,6.0,9.0,4.0,25.0,0.0,44.0,30.0,35.0,18.0,31.0,3.0
ESJ0670,Eaton Samuel Jennings,16,15.0,30.0,3.0,157.0,190.0,42.0,31.0,15.0,40.0,24.0,4.0
ESR0693,Evelyn Sarah Reilly,7,20.0,9.0,5.0,28.0,0.0,35.0,23.0,25.0,21.0,31.0,3.0
ETR0177,Emerson Tyrone Rojas,7,0.0,12.0,0.0,0.0,0.0,18.0,15.0,41.0,26.0,39.0,3.0
ETR0428,Elton Tyler Richard,12,0.0,9.0,6.0,0.0,0.0,36.0,21.0,40.0,20.0,20.0,2.0
EWH0191,Eugenia Whilemina Harrington,12,0.0,14.0,13.0,0.0,14.0,33.0,17.0,22.0,23.0,27.0,4.0
EZH0736,Elton Zeus Horton,8,0.0,15.0,0.0,0.0,0.0,44.0,41.0,37.0,19.0,31.0,2.0
EZT0640,Eagan Zephania Talley,13,0.0,3.0,3.0,0.0,0.0,12.0,15.0,27.0,39.0,27.0,5.0
FAW0032,Frances Alisa Wiggins,8,0.0,14.0,11.0,0.0,3.0,43.0,24.0,17.0,37.0,37.0,4.0
FBA0348,Francis Brian Armstrong,8,0.0,20.0,0.0,0.0,0.0,41.0,44.0,40.0,36.0,27.0,0.0
FBW0747,Fuller Baker Warner,10,0.0,20.0,3.0,0.0,0.0,43.0,45.0,35.0,25.0,28.0,1.0
FDE0117,Fritz Dale Ellison,7,0.0,18.0,11.0,0.0,0.0,38.0,37.0,32.0,41.0,28.0,3.0
FEB0306,Flynn Edward Brennan,10,14.0,1.0,2.0,20.0,0.0,40.0,42.0,26.0,25.0,31.0,2.0
FFC0891,Flavia Fiona Cannon,14,28.0,3.0,3.0,27.0,0.0,38.0,10.0,39.0,50.0,39.0,3.0
FGW0853,Florence Gloria Whitney,7,0.0,14.0,7.0,0.0,9.0,25.0,35.0,20.0,40.0,39.0,4.0
FHO0630,Frances Hermione Owens,8,0.0,14.0,11.0,0.0,0.0,28.0,44.0,23.0,12.0,26.0,2.0
FHS0837,Fallon Harriet Shelton,7,0.0,1.0,0.0,0.0,0.0,23.0,37.0,14.0,42.0,34.0,3.0
FIR0920,Fay Ingrid Rodriquez,11,0.0,8.0,6.0,0.0,0.0,40.0,11.0,44.0,20.0,27.0,4.0
FKB0163,Francis Kane Buckner,8,0.0,8.0,0.0,0.0,9.0,39.0,35.0,25.0,39.0,22.0,4.0
FKK0055,Farrah Kim Keith,17,6.0,25.0,24.0,8.0,200.0,46.0,16.0,37.0,16.0,27.0,0.0
FLM0213,Fitzgerald Len Merrill,8,0.0,14.0,12.0,0.0,1.0,20.0,41.0,46.0,15.0,24.0,4.0
FMG0527,Flynn Malcolm Gibson,8,0.0,3.0,2.0,0.0,0.0,43.0,38.0,35.0,38.0,28.0,0.0
FOB0756,Ferris Omar Barry,16,12.0,6.0,8.0,8.0,29.0,42.0,41.0,34.0,20.0,27.0,0.0
FPC0954,Fletcher Perry Cantu,8,0.0,1.0,0.0,0.0,1.0,22.0,25.0,50.0,20.0,27.0,4.0
FQA0854,Fulton Quinn Avery,7,0.0,14.0,13.0,0.0,4.0,41.0,38.0,30.0,34.0,26.0,4.0
FRB0023,Felicia Rhona Butler,8,0.0,11.0,5.0,0.0,10.0,45.0,14.0,12.0,14.0,14.0,4.0
FRL0511,Ferdinand Rashad Lee,8,0.0,3.0,4.0,0.0,0.0,20.0,30.0,47.0,20.0,30.0,0.0
FRR0832,Forrest Rashad Richards,7,0.0,1.0,4.0,0.0,0.0,43.0,40.0,25.0,19.0,30.0,3.0
FSB0399,Ferris Stone Bender,7,0.0,15.0,11.0,0.0,0.0,23.0,22.0,15.0,37.0,26.0,5.0
FSC0601,Felicia Sloane Cabrera,8,21.0,14.0,4.0,13.0,2.0,37.0,30.0,37.0,15.0,30.0,1.0
FTM0406,Finn Tucker Medina,7,0.0,11.0,0.0,0.0,1.0,31.0,15.0,38.0,16.0,34.0,4.0
FUM0015,Fatima Ulla Mcclure,7,0.0,18.0,17.0,0.0,0.0,33.0,18.0,18.0,46.0,32.0,3.0
FWM0707,Fitzgerald Wayne Miranda,8,0.0,1.0,2.0,0.0,0.0,50.0,36.0,35.0,18.0,34.0,4.0
FXF0957,Felicia Xantha Farley,8,0.0,1.0,0.0,0.0,1.0,35.0,25.0,47.0,36.0,28.0,4.0
GAF0060,Grace Alma Fry,7,0.0,9.0,5.0,0.0,0.0,41.0,16.0,39.0,25.0,22.0,5.0
GAF0570,Gwendolyn Amaya Ferrell,10,0.0,9.0,2.0,0.0,0.0,31.0,15.0,38.0,46.0,35.0,2.0
GBM0603,Galena Britanney Merritt,8,0.0,15.0,5.0,0.0,0.0,39.0,42.0,42.0,24.0,37.0,2.0
GCC0744,Grady Craig Coffey,8,0.0,14.0,0.0,0.0,0.0,35.0,42.0,15.0,25.0,31.0,2.0
GCC0945,George Cade Chen,8,0.0,2.0,0.0,0.0,1.0,30.0,39.0,18.0,25.0,27.0,4.0
GCG0951,Grant Camden Gay,13,0.0,1.0,0.0,0.0,2.0,33.0,33.0,25.0,19.0,44.0,4.0
GCL0016,Gil Calvin Lindsay,10,6.0,7.0,10.0,0.0,0.0,45.0,32.0,20.0,24.0,34.0,3.0
GCR0554,Grace Charde Roth,7,0.0,10.0,7.0,0.0,0.0,16.0,16.0,41.0,23.0,37.0,3.0
GCS0518,Gregory Curran Sutton,8,0.0,3.0,0.0,0.0,0.0,41.0,36.0,23.0,38.0,21.0,0.0
GCS0571,Glenna Caryn Sharpe,10,10.0,1.0,0.0,18.0,0.0,22.0,18.0,16.0,23.0,32.0,3.0
GDF0704,Galena Deborah Francis,12,0.0,1.0,3.0,0.0,0.0,25.0,13.0,21.0,29.0,36.0,4.0
GHH0288,Genevieve Hyacinth Head,9,32.0,1.0,2.0,35.0,0.0,12.0,36.0,40.0,36.0,30.0,2.0
GHL0460,Geoffrey Harlan Lara,7,0.0,1.0,0.0,0.0,0.0,21.0,37.0,24.0,17.0,35.0,3.0
GJD0298,Grady Jordan Duran,7,0.0,1.0,3.0,0.0,0.0,43.0,39.0,12.0,40.0,27.0,2.0
GJT0386,Geoffrey Jin Tucker,8,0.0,13.0,0.0,0.0,0.0,24.0,13.0,49.0,34.0,26.0,2.0
GKO0078,Gage Kaden Odonnell,14,19.0,17.0,18.0,13.0,25.0,44.0,46.0,21.0,24.0,29.0,6.0
GLR0975,Garrison Levi Rollins,10,0.0,11.0,13.0,0.0,0.0,33.0,44.0,26.0,24.0,24.0,5.0
GMF0738,Gray Mason Fulton,8,0.0,11.0,0.0,0.0,0.0,30.0,40.0,45.0,20.0,18.0,2.0
GNS0178,Garrett Nicholas Solomon,15,6.0,10.0,6.0,42.0,7.0,30.0,17.0,42.0,26.0,33.0,9.0
GNZ0953,Graiden Nehru Zimmerman,11,0.0,1.0,2.0,0.0,0.0,26.0,18.0,26.0,36.0,29.0,4.0
GOK0238,Garrett Omar Kelly,7,0.0,12.0,0.0,0.0,0.0,33.0,43.0,27.0,40.0,33.0,4.0
GQF0659,Gisela Quintessa Fischer,7,0.0,3.0,0.0,0.0,0.0,40.0,16.0,30.0,29.0,28.0,3.0
GQP0743,Gil Quincy Potter,8,0.0,18.0,14.0,0.0,1.0,47.0,39.0,19.0,39.0,25.0,2.0
GRC0145,Gay Ria Cantu,8,0.0,15.0,19.0,0.0,0.0,30.0,43.0,24.0,46.0,27.0,0.0
GRM0868,Gail Rhiannon Mcconnell,7,0.0,15.0,0.0,0.0,0.0,21.0,25.0,20.0,13.0,28.0,4.0
GTD0116,Grant Tyrone Doyle,7,0.0,14.0,3.0,0.0,0.0,43.0,19.0,45.0,20.0,31.0,3.0
GTD0219,Gareth Thomas Dickson,40,70.0,10.0,7.0,83.0,5.0,40.0,40.0,19.0,30.0,33.0,30.0
GTD0898,Guy Tad Daniel,7,0.0,3.0,0.0,0.0,0.0,23.0,23.0,39.0,15.0,29.0,3.0
GZB0469,George Zachery Burch,7,0.0,1.0,2.0,0.0,0.0,46.0,39.0,22.0,45.0,28.0,4.0
GZC0735,Guy Zeus Chandler,13,23.0,15.0,10.0,10.0,0.0,44.0,16.0,15.0,27.0,25.0,2.0
HAC0282,Hakeem Arden Curry,7,0.0,9.0,4.0,0.0,0.0,37.0,32.0,38.0,12.0,28.0,3.0
HAD0246,Holmes Arden Day,17,7.0,30.0,15.0,3.0,190.0,44.0,39.0,32.0,45.0,38.0,2.0
HAH0248,Hector Abraham Hayes,8,0.0,9.0,2.0,0.0,0.0,33.0,43.0,22.0,18.0,29.0,1.0
HAH0760,Hilda Alice Hahn,11,26.0,3.0,3.0,37.0,0.0,34.0,17.0,22.0,37.0,30.0,0.0
HAM0985,Hillary Ainsley Mccormick,7,0.0,10.0,2.0,0.0,4.0,20.0,17.0,29.0,16.0,20.0,4.0
HAV0121,Hu Akeem Vincent,7,0.0,8.0,0.0,0.0,0.0,46.0,43.0,38.0,37.0,27.0,3.0
HBB0056,Hayden Bernard Benson,7,0.0,9.0,4.0,0.0,0.0,37.0,33.0,30.0,21.0,27.0,0.0
HBO0413,Harper Basil Obrien,7,37.0,11.0,0.0,8.0,0.0,41.0,35.0,18.0,15.0,18.0,4.0
HCC0344,Hayley Carolyn Cunningham,7,0.0,4.0,6.0,0.0,5.0,25.0,11.0,41.0,26.0,22.0,7.0
HCL0113,Hyacinth Clare Lindsay,7,0.0,9.0,3.0,0.0,0.0,43.0,22.0,40.0,39.0,34.0,3.0
HCL0651,Heather Cynthia Leonard,10,30.0,3.0,3.0,14.0,0.0,21.0,19.0,44.0,36.0,33.0,3.0
HCM0267,Hall Colorado Morin,8,138.0,17.0,9.0,169.0,1.0,36.0,45.0,39.0,20.0,32.0,4.0
HCS0003,Halla Cathleen Simmons,7,45.0,27.0,23.0,68.0,0.0,35.0,28.0,14.0,15.0,30.0,0.0
HCV0478,Harper Clark Vazquez,11,0.0,15.0,10.0,0.0,0.0,46.0,36.0,18.0,12.0,24.0,0.0
HCW0419,Hermione Casey Witt,10,0.0,9.0,4.0,0.0,1.0,40.0,21.0,35.0,34.0,35.0,4.0
HDD0789,Hashim Damon Dudley,7,0.0,14.0,4.0,0.0,10.0,44.0,39.0,30.0,10.0,29.0,4.0
HDD0806,Hedwig Dai Duffy,16,0.0,35.0,3.0,0.0,190.0,47.0,28.0,36.0,19.0,38.0,5.0
HDH0928,Hashim Damon Hebert,7,34.0,10.0,9.0,25.0,0.0,40.0,36.0,20.0,40.0,26.0,3.0
HDJ0446,Hope Dawn Jensen,7,0.0,1.0,4.0,0.0,0.0,18.0,17.0,45.0,27.0,35.0,2.0
HDL0748,Hedy Delilah Lopez,8,0.0,15.0,0.0,0.0,0.0,25.0,13.0,46.0,41.0,25.0,2.0
HDS0367,Hayes Drake Stephenson,34,70.0,11.0,6.0,67.0,0.0,50.0,42.0,16.0,30.0,19.0,20.0
HFB0347,Heather Fredericka Baird,7,8.0,3.0,0.0,71.0,4.0,34.0,20.0,30.0,30.0,27.0,7.0
HGG0240,Hedda Grace Gordon,7,0.0,10.0,3.0,0.0,0.0,20.0,26.0,24.0,36.0,31.0,3.0
HGH0595,Hanae Gay Hogan,7,0.0,1.0,0.0,0.0,0.0,41.0,14.0,22.0,39.0,29.0,3.0
HGN0287,Halla Germaine Nolan,7,0.0,10.0,8.0,0.0,0.0,45.0,30.0,18.0,18.0,27.0,3.0
HIA0414,Herman Ian Abbott,7,0.0,9.0,3.0,0.0,0.0,38.0,39.0,39.0,18.0,31.0,4.0
HIW0536,Honorato Ivan Wall,7,0.0,11.0,0.0,0.0,0.0,39.0,50.0,25.0,24.0,20.0,5.0
HJA0018,Honorato Joseph Adkins,9,0.0,11.0,13.0,0.0,0.0,39.0,43.0,47.0,37.0,32.0,3.0
HJB0742,Harlan Jason Benjamin,11,0.0,15.0,19.0,0.0,0.0,41.0,40.0,16.0,21.0,30.0,1.0
HJS0072,Honorato John Sloan,13,18.0,14.0,19.0,28.0,0.0,44.0,42.0,19.0,19.0,31.0,4.0
HKB0418,Halee Kim Burnett,7,0.0,9.0,0.0,0.0,0.0,50.0,18.0,13.0,26.0,27.0,4.0
HKF0831,Hiroko Kiona Faulkner,7,0.0,1.0,2.0,0.0,0.0,23.0,42.0,49.0,21.0,24.0,3.0
HKI0171,Halla Kendall Irwin,8,0.0,4.0,3.0,0.0,3.0,31.0,17.0,30.0,45.0,27.0,4.0
HKR0628,Halee Keiko Rhodes,13,0.0,28.0,25.0,0.0,0.0,21.0,16.0,17.0,16.0,25.0,2.0
HLH0512,Hadassah Leah Harris,11,0.0,9.0,6.0,0.0,58.0,15.0,42.0,36.0,22.0,32.0,0.0
HLM0933,Hadley Leandra May,8,0.0,14.0,7.0,0.0,15.0,36.0,24.0,23.0,43.0,30.0,4.0
HMM0108,Hakeem Mason Mccall,14,22.0,12.0,4.0,51.0,0.0,33.0,41.0,17.0,43.0,25.0,3.0
HMW0713,Heidi Mia Wilson,8,0.0,1.0,0.0,0.0,0.0,38.0,24.0,40.0,36.0,28.0,4.0
HOB0994,Harrison Oscar Burke,7,0.0,9.0,3.0,0.0,0.0,38.0,39.0,15.0,43.0,33.0,3.0
HPH0075,Harper Price Harris,14,150.0,39.0,25.0,201.0,180.0,40.0,42.0,48.0,25.0,28.0,3.0
HPM0986,Hasad Paki Mcfadden,7,0.0,14.0,0.0,0.0,0.0,41.0,36.0,38.0,23.0,24.0,4.0
HPR0585,Hillary Piper Riddle,9,0.0,1.0,1.0,0.0,0.0,34.0,46.0,15.0,46.0,35.0,3.0
HRB0351,Hadassah Riley Baker,13,2.0,20.0,2.0,23.0,0.0,19.0,12.0,43.0,42.0,36.0,2.0
HRD0635,Hadley Rhona Dillon,14,0.0,4.0,8.0,0.0,0.0,24.0,35.0,18.0,32.0,24.0,5.0
HRL0540,Hedwig Regina Livingston,12,124.0,9.0,3.0,32.0,0.0,43.0,38.0,17.0,40.0,18.0,5.0
HRW0550,Howard Raphael Weiss,7,0.0,9.0,3.0,0.0,0.0,38.0,34.0,24.0,22.0,28.0,3.0
HSB0196,Hadley Sonya Bowen,11,194.0,29.0,12.0,272.0,240.0,44.0,13.0,43.0,30.0,33.0,5.0
HSD0457,Hollee Shannon Dudley,7,0.0,1.0,0.0,0.0,0.0,38.0,19.0,20.0,42.0,27.0,2.0
HSG0818,Harrison Samuel Gonzales,10,0.0,9.0,8.0,0.0,0.0,18.0,19.0,48.0,36.0,31.0,3.0
HSP0290,Hakeem Stephen Peck,7,0.0,1.0,2.0,0.0,0.0,38.0,15.0,28.0,20.0,27.0,1.0
HTF0641,Hilel Tobias Flynn,7,0.0,3.0,3.0,0.0,0.0,38.0,24.0,18.0,22.0,28.0,3.0
HTH0007,Hyatt Trevor Hayes,11,0.0,47.0,5.0,0.0,31.0,37.0,38.0,41.0,20.0,36.0,4.0
HVB0037,Hollee Vanna Becker,10,0.0,28.0,4.0,0.0,144.0,17.0,42.0,41.0,44.0,26.0,5.0
